"","title","ark","is_quotidien"
"5098","Bulletins et mémoires de la Société anatomique de Paris","cb34359824v",FALSE
"5099","Bulletin paroissial ","cb42743211q",FALSE
"5100","Bulletin officiel des boissons ","cb32732260c",FALSE
"5101","Bulletin judiciaire de la Société des architectes diplômés par le gouvernement","cb419484094",FALSE
"5102","Bulletin de la Société nationale des antiquaires de France","cb34349686n",FALSE
"5103","Bulletin de la Société dendrologique de France","cb32724235f",FALSE
"5104","Bulletin de la Société de géographie commerciale de Paris","cb32724061f",FALSE
"5105","Bulletin de la Société archéologique de Sens ","cb34429662d",FALSE
"5106","Bulletin   Société de protection des apprentis et des enfants des manufactures ","cb32869707s",FALSE
"5107","Budget local ","cb41271238w",FALSE
"5108","Au pays virois ","cb34522733k",FALSE
"5109","Annuaire de l'imprimerie ","cb32696177v",FALSE
"5110","Annuaire de l'économie politique et de la statistique ","cb37015881s",FALSE
"5111","Annuaire   Ecole pratique des hautes études","cb327645113",FALSE
"5112","Annales poétiques ou Almanach des muses  ","cb32694668s",FALSE
"5113","Annales du Mont Saint","cb34389607b",FALSE
"5114","Annales des sciences naturelles","cb34350425x",FALSE
"5115","Annales   Société des sciences naturelles de la Charente","cb32870100r",FALSE
"5116","Algérie catholique","cb32685443x",FALSE
"5117","Verordnungsblatt des Militärbefehlshabers in Belgien und Nordfrankreich","cb32887984q",FALSE
"5118","Revue musicale de l'Afrique du Nord","cb32860861p",FALSE
"5119","Revue de théologie et de philosophie et compte rendu des principales publications scientifiques ","cb32858069z",FALSE
"5120","Revue de droit maritime comparé ","cb32857061z",FALSE
"5121","Revue antimaçonnique ","cb32856337p",FALSE
"5122","Recueil des publications de la Société havraise d'études diverses ","cb36950047f",FALSE
"5123","Radio concert ","cb328473471",FALSE
"5124","Primeurs et agrumes du Maroc","cb328429046",FALSE
"5125","Notre journal ","cb32825199t",FALSE
"5126","Notices","cb34460585f",FALSE
"5127","Mémorial béarnais ","cb34526637n",FALSE
"5128","Le Trait d'union ","cb32879148x",FALSE
"5129","Le Réveil du Maroc","cb32854660j",FALSE
"5130","Le Républicain viennois ","cb32852794n",FALSE
"5131","Le Lapin indépendant ","cb32805269r",FALSE
"5132","Le Génie industriel ","cb327819038",FALSE
"5133","Le Courrier d'Épidaure ","cb32750134g",FALSE
"5134","Le Conseiller des sourds muets ","cb327472912",FALSE
"5135","Le Connaisseur ","cb327469985",FALSE
"5136","Le Censeur des chemins de fer ","cb327384800",FALSE
"5137","Landwirtschaftliche Zeitschrift für Elsass Lothringen","cb34423423h",FALSE
"5138","La Revue des artistes du Nord et du Pas de","cb328581635",FALSE
"5139","La Renaissance de l'art français et des industries de luxe","cb32850781t",FALSE
"5140","La Gazette internationale ","cb32781288j",FALSE
"5141","L'Élégant ","cb327660503",FALSE
"5142","L'Alcool ","cb34418589q",FALSE
"5143","L'Action nationale républicaine ","cb32682077d",FALSE
"5144","Journal officiel de la France libre ","cb328020711",FALSE
"5145","Journal des ventes ","cb328005817",FALSE
"5146","France Bohême ","cb32777450n",FALSE
"5147","Feuille d'annonces du Petit album franc comtois","cb32774422p",FALSE
"5148","Compte rendu et procès verbaux","cb32704580p",FALSE
"5149","Compte définitif des recettes et des dépenses du service local pour l'exercice","cb41272892k",FALSE
"5150","Carnet de la Sabretache ","cb34449073t",FALSE
"5151","Bulletin paroissial du camp d'Ohrdruf","cb32732624m",FALSE
"5152","Bulletin paroissial ","cb42737037m",FALSE
"5153","Bulletin paroissial ","cb42748387f",FALSE
"5154","Bulletin municipal officiel de la ville de Paris","cb34351091v",FALSE
"5155","Bulletin des anciens élèves et élèves de l'Ecole nationale de la France d'Outre Mer et N° spécial de l'Observatoire colonial ","cb32783226g",FALSE
"5156","Bulletin de la Société des sciences naturelles de l'Ouest de la France ","cb343785277",FALSE
"5157","Bulletin de la Société des amis de Marcel Proust et des amis de Combray","cb34383132q",FALSE
"5158","Bulletin de la Société d'agriculture","cb32723757w",FALSE
"5159","Bulletin de l'Oeuvre de secours aux églises dévastées","cb32721177c",FALSE
"5160","Bulletin de L'Effort moderne ","cb32720656j",FALSE
"5161","Bacillus verus ","cb436148082",FALSE
"5162","Almanach des spectacles ","cb344726304",FALSE
"5163","Almanach des enfants ","cb32687865t",FALSE
"5164","Algérie soir sports magazine","cb326855107",FALSE
"5165","Alger journal","cb32685370j",FALSE
"5166","Unión ","cb32882994t",FALSE
"5167","Tygodnik polski ","cb328823914",FALSE
"5168","Revue générale du froid ","cb34387775m",FALSE
"5169","Revue de la bijouterie","cb328574883",FALSE
"5170","Revue de Champagne et de Brie ","cb32857000r",FALSE
"5171","Recueil périodique de législation","cb32849789j",FALSE
"5172","Recueil de la Vraie police","cb328492713",FALSE
"5173","Recueil de l'Académie des sciences","cb389432035",FALSE
"5174","Pau saison ","cb328342961",FALSE
"5175","Mémoires de la Société archéologique d'Eure et","cb344279215",FALSE
"5176","Les Jeunes équipes ","cb32796077r",FALSE
"5177","Les Forces nouvelles ","cb32776441f",FALSE
"5178","Les Annales photographiques ","cb326946663",FALSE
"5179","Le Réveil constantinois ","cb32853871h",FALSE
"5180","Le Quotidien financier","cb32846942q",FALSE
"5181","Le Petit poète ","cb328372048",FALSE
"5182","Le Perche illustré ","cb32835048v",FALSE
"5183","Le Pauvre colon","cb328343055",FALSE
"5184","Le Moniteur de l'Exposition universelle de 1867 ","cb32818678r",FALSE
"5185","Le Libérateur du Sud Ouest ","cb32806565f",FALSE
"5186","Le Grand illustré ","cb32783506p",FALSE
"5187","Le Figaro Modes ","cb387350355",FALSE
"5188","Le Farfadet ","cb32773213x",FALSE
"5189","Le Droit des peuples ","cb32758992s",FALSE
"5190","Le Courrier de l'Extrême Orient","cb32750388z",FALSE
"5191","Le Courrier de Biskra ","cb32750190z",FALSE
"5192","Le Cheminot indépendant","cb327407389",FALSE
"5193","Le Chansonnier des grâces ","cb32739995n",FALSE
"5194","La Voix ouvrière ","cb328918141",FALSE
"5195","La Voix de l'enfant ","cb328908243",FALSE
"5196","La Savoie littéraire ","cb32865166p",FALSE
"5197","La Revue des nouveautés ","cb32858682t",FALSE
"5198","La Phalange ","cb32838950m",FALSE
"5199","L'Union libérale","cb32884261d",FALSE
"5200","L'Or et l'argent ","cb328293938",FALSE
"5201","L'Enseignement libre ","cb327672904",FALSE
"5202","L'Écho théâtral de Roubaix","cb32763212c",FALSE
"5203","L'Écho de Vallauris et du Golfe Juan ","cb327611954",FALSE
"5204","L'Argus soissonnais","cb32701958w",FALSE
"5205","L'Afrique française ","cb326835055",FALSE
"5206","Journal général de la littérature","cb328013708",FALSE
"5207","Journal des amateurs d'objets d'art et de curiosité","cb34437598v",FALSE
"5208","Journal de l'année ","cb34382722t",FALSE
"5209","Jeunesse algérienne ","cb327961818",FALSE
"5210","En captivité","cb32766736g",FALSE
"5211","Coton et culture cotonnière ","cb327497196",FALSE
"5212","Conciliation internationale ","cb327465800",FALSE
"5213","Compte administratif des recettes et des dépenses de l'exercice","cb412740905",FALSE
"5214","Combustibles et carburants forestiers métropolitains et coloniaux","cb327447597",FALSE
"5215","Combat ","cb32744470x",FALSE
"5216","Chronique des lettres françaises ","cb32741693d",FALSE
"5217","Cayeux plage ","cb32738373f",FALSE
"5218","Bulletin paroissial ","cb435051080",FALSE
"5219","Bulletin paroissial ","cb427682011",FALSE
"5220","Bulletin paroissial","cb43506629k",FALSE
"5221","Bulletin mensuel de la Circonscription consistoriale israélite de Lyon","cb327300861",FALSE
"5222","Bulletin mensuel de l'Association médicale mutuelle du département de la Seine ","cb32729713q",FALSE
"5223","Bulletin des comités","cb453940982",FALSE
"5224","Bulletin de la Société scientifique de Bretagne ","cb343493039",FALSE
"5225","Bulletin de la Société Gorini ","cb327245954",FALSE
"5226","Bulletin de la Société des amis du Vieux Chinon","cb34405884w",FALSE
"5227","Bulletin de la Société de l'histoire du théâtre ","cb34428687h",FALSE
"5228","Bulletin de la Société d'études scientifiques et archéologiques de Draguignan et du Var","cb34352721v",FALSE
"5229","Bulletin de la Société archéologique du Gers","cb34451430x",FALSE
"5230","Bulletin de l'Agence économique de l'Indochine","cb32718589z",FALSE
"5231","Bulletin archéologique de l'Association bretonne","cb32717093k",FALSE
"5232","Bibliographie nationale française","cb34422358n",FALSE
"5233","Balzac ","cb327097061",FALSE
"5234","Au large ","cb344473030",FALSE
"5235","Annual report of the Bureau of American ethnology to the Secretary of the Smithsonian institution","cb37575968z",FALSE
"5236","Annuaire général de l'Indo Chine","cb32697929f",FALSE
"5237","Annuaire des Côtes du","cb32696997p",FALSE
"5238","Annuaire de l'Union fraternelle du commerce et de l'industrie","cb326962654",FALSE
"5239","Annuaire de l'Académie impériale des sciences","cb43886385d",FALSE
"5240","Annuaire ","cb328694205",FALSE
"5241","Annales de chimie analytique ","cb34378078r",FALSE
"5242","Alger mondain","cb326853816",FALSE
"5243","Aiguillon ","cb34472475j",FALSE
"5244","Ý dân","cb32893926s",FALSE
"5245","Voz de Madrid ","cb328925838",FALSE
"5246","Unzer Wort","cb32886407n",FALSE
"5247","Toulouse spectacles ","cb32878238n",FALSE
"5248","Tebesien","cb32876170c",FALSE
"5249","Statistique pénitentiaire pour l'année","cb41286437h",FALSE
"5250","Revue nouvelle de notariat et de procédure ","cb32860954p",FALSE
"5251","Revue de la mutualité agricole de l'Afrique du Nord","cb32857654b",FALSE
"5252","Revue d'éthique et de théologie morale ","cb34528112d",FALSE
"5253","Répertoire des ventes publiques cataloguées de livres","cb32851296q",FALSE
"5254","Rapports et délibérations   Aude","cb34438946z",FALSE
"5255","Musée social ","cb344379848",FALSE
"5256","Monuments et mémoires ","cb344288783",FALSE
"5257","Mémoires de la Société des antiquaires de la Morinie","cb32813315t",FALSE
"5258","Les Nouvelles de Lyon ","cb32826574t",FALSE
"5259","Les Cahiers de la Démocratie  ","cb32735439t",FALSE
"5260","Le Réveil syndical ","cb328551325",FALSE
"5261","Le Réveil des jeunes ","cb32854464c",FALSE
"5262","Le Nouvel Intransigeant oranais","cb32826017m",FALSE
"5263","Le Normand amusant ","cb400517987",FALSE
"5264","Le Havre sténographe ","cb32805431m",FALSE
"5265","Le Combattant du front ","cb32744691f",FALSE
"5266","La Voix socialiste","cb328919358",FALSE
"5267","La Revue indépendante ","cb32860110v",FALSE
"5268","La Revue de famille ","cb32857068c",FALSE
"5269","La Revanche ","cb32853601s",FALSE
"5270","La Renaissance littéraire et artistique","cb34430961x",FALSE
"5271","La Lutte antijuive","cb32809815f",FALSE
"5272","La Gazette de Toulouse ","cb32780644s",FALSE
"5273","La Croix au Dahomey ","cb36595288x",FALSE
"5274","La Chronique de la Bigorre ","cb344005438",FALSE
"5275","La Ballade ","cb34427729c",FALSE
"5276","L'Indépendance médicale ","cb344300994",FALSE
"5277","L'Idée nouvelle ","cb327882469",FALSE
"5278","L'Express des modes ","cb327723567",FALSE
"5279","L'Echo de Tranchéesville ","cb327611865",FALSE
"5280","L'Echo de Pondichéry","cb327609477",FALSE
"5281","L'Antijuif algérien ","cb44223301p",FALSE
"5282","L'Ami de la nature ","cb326912339",FALSE
"5283","Journal de la jurisprudence de la Cour impériale d'Alger ","cb32798090f",FALSE
"5284","Journal de la Cour de Grenoble ","cb344950569",FALSE
"5285","Journal d'agriculture et d'horticulture ","cb327967990",FALSE
"5286","Il Risveglio operaio ","cb32862078p",FALSE
"5287","Explication des peintures","cb327720223",FALSE
"5288","Délibérations du Conseil général ","cb34438958z",FALSE
"5289","Compte rendu des actes de la Société ","cb32869262j",FALSE
"5290","Compte définitif des recettes et des dépenses du budget général ","cb412724736",FALSE
"5291","Compte administratif du budget local du Tonkin ","cb41390233h",FALSE
"5292","Circulaire économique et financière de Bourgogne et de Franche Comté ","cb32742638h",FALSE
"5293","Chambre de commerce de Dakar ","cb327393892",FALSE
"5294","Bulletin trimestriel de la Chambre de commerce de Strasbourg","cb34446573g",FALSE
"5295","Bulletin paroissial ","cb435108036",FALSE
"5296","Bulletin paroissial ","cb43516993q",FALSE
"5297","Bulletin paroissial ","cb42747527w",FALSE
"5298","Bulletin paroissial ","cb42780010x",FALSE
"5299","Bulletin paroissial ","cb427810763",FALSE
"5300","Bulletin officiel de la Direction des recherches scientifiques et industrielles et des inventions ","cb34378198n",FALSE
"5301","Bulletin mensuel de la Société internationale des négociants en timbres poste à Paris","cb32724666t",FALSE
"5302","Bulletin du Syndicat ","cb32728282x",FALSE
"5303","Bulletin des institutrices catholiques de l'enseignement primaire","cb327262217",FALSE
"5304","Bulletin de la Société préhistorique de l'Ariège","cb34365451w",FALSE
"5305","Bulletin de la Société philomathique de Bordeaux","cb34480584h",FALSE
"5306","Bulletin de la Société de l'industrie minérale","cb343781708",FALSE
"5307","Bulletin de la Société académique de Laon","cb327234781",FALSE
"5308","Bulletin de l'Institut colonial de Nancy ","cb327208563",FALSE
"5309","Bulletin de l'Association des journalistes parisiens","cb32720080r",FALSE
"5310","Bulletin d'histoire de la Sécurité sociale ","cb34411291r",FALSE
"5311","Bulletin agricole de l'Ouest ","cb327167818",FALSE
"5312","Annuaire diplomatique et consulaire de la République française","cb34349566r",FALSE
"5313","Annuaire de la Société d'histoire et d'archéologie lorraine  ","cb32696580v",FALSE
"5314","Annales de la Société historique et archéologique de l'arrondissement de Saint Malo","cb34387853k",FALSE
"5315","Al Mabahit_","cb328103618",FALSE
"5316","Revue des races latines ","cb32858763t",FALSE
"5317","Recueil des lois délibérées par la Chambre des Députés et promulguées pendant le cours de la","cb42482264c",FALSE
"5318","Rapport au Président de la République sur la situation de la Tunisie","cb32848249p",FALSE
"5319","Procès verbaux de l'Académie royale du Gard","cb328433561",FALSE
"5320","Procès verbaux","cb32870275x",FALSE
"5321","Philologus","cb34469666m",FALSE
"5322","Paris chirurgical ","cb344266302",FALSE
"5323","Mercure universel ","cb328144082",FALSE
"5324","Mémoires de la Société historique et archéologique de Langres","cb32813365c",FALSE
"5325","Mémoires de la Société académique d'archéologie","cb32813221g",FALSE
"5326","Les Petits gars de Picardie ","cb32838674s",FALSE
"5327","Les Petits gars ","cb32838668v",FALSE
"5328","Les Pages indochinoises ","cb328312740",FALSE
"5329","Les boissons gazeuses et la bière ","cb327133714",FALSE
"5330","Les Amis morvandiaux ","cb326922415",FALSE
"5331","Le Trait d'union ","cb32879172s",FALSE
"5332","Le Réveil du XIIe ","cb328546220",FALSE
"5333","Le Pays socialiste ","cb32834513b",FALSE
"5334","Le Mistral ","cb32816973c",FALSE
"5335","Le Miroir ","cb45254545v",FALSE
"5336","Le Messager de la Kabylie ","cb32814848d",FALSE
"5337","Le Locateur ","cb328089729",FALSE
"5338","Le Livre ","cb328086803",FALSE
"5339","Le Franc tireur ","cb327771964",FALSE
"5340","Le Courrier des salons","cb32751083n",FALSE
"5341","Le Contentieux administratif ","cb327478326",FALSE
"5342","Le Combat de Roubaix Tourcoing ","cb327445528",FALSE
"5343","Le Chercheur des provinces de l'Ouest ","cb327408524",FALSE
"5344","Le Carnet historique ","cb327376929",FALSE
"5345","La Voix du combattant d'Ille et","cb32891452g",FALSE
"5346","La Voix du cheminot algérien","cb32891431h",FALSE
"5347","La Vérité ","cb32887727b",FALSE
"5348","La Terre marocaine ","cb32876924d",FALSE
"5349","La Société nouvelle ","cb328704179",FALSE
"5350","La Semaine politique et littéraire de Paris","cb32866997d",FALSE
"5351","La Revue vicinale ","cb328617113",FALSE
"5352","La Revue générale du froid et des industries frigorifiques","cb34387748q",FALSE
"5353","La République picarde ","cb328530928",FALSE
"5354","La Pologne ","cb32840958n",FALSE
"5355","La Pensée bouddhique ","cb344584925",FALSE
"5356","La Muse gauloise ","cb328208986",FALSE
"5357","La Lyre phocéenne ","cb32810203t",FALSE
"5358","La Gazette artistique ","cb32780088r",FALSE
"5359","La Diplomatie ","cb32757680q",FALSE
"5360","La Démocratie de Seine et","cb32755495q",FALSE
"5361","La Corse à Paris ","cb32749228s",FALSE
"5362","La Bataille ","cb32710260g",FALSE
"5363","L'Eveil du Cameroun ","cb32771590q",FALSE
"5364","L'Ermitage ","cb32768582k",FALSE
"5365","L'Entente cordiale ","cb32767418z",FALSE
"5366","L'Écho du Boulevard ","cb32761986c",FALSE
"5367","L'Auto vélo ","cb32707138h",FALSE
"5368","L'Athlète ","cb32706181d",FALSE
"5369","L'Athlète ","cb327061833",FALSE
"5370","L'Astronomie ","cb343482520",FALSE
"5371","L'Appel de la JEC ","cb327003867",FALSE
"5372","L'Ami de la jeunesse ","cb326912141",FALSE
"5373","Journal de l'agriculture ","cb344446827",FALSE
"5374","Jean qui rit ","cb34428548b",FALSE
"5375","Gazette médicale de l'Algérie ","cb32781342h",FALSE
"5376","Gazette Dunlop","cb32781183j",FALSE
"5377","Gazette de la plage normande ","cb327804714",FALSE
"5378","France Afrique","cb32777345s",FALSE
"5379","Courrier des États Unis","cb32750989z",FALSE
"5380","Compte rendu des travaux de la Société de médecine","cb41953983x",FALSE
"5381","Compte définitif des recettes et des dépenses du budget local de la Mauritanie","cb41270012d",FALSE
"5382","Bulletin paroissial ","cb43502109m",FALSE
"5383","Bulletin paroissial ","cb427466257",FALSE
"5384","Bulletin paroissial ","cb42778406h",FALSE
"5385","Bulletin paroissial ","cb42768870h",FALSE
"5386","Bulletin mensuel ","cb32705419k",FALSE
"5387","Bulletin interparlementaire ","cb344645513",FALSE
"5388","Bulletin historique et littéraire ","cb388799139",FALSE
"5389","Bulletin du Photo club de Pithiviers","cb327277377",FALSE
"5390","Bulletin de la Société des naturalistes de l'Ain","cb344221045",FALSE
"5391","Bulletin de la Société de géographie de l'Est","cb327240696",FALSE
"5392","Bulletin de la Société de géographie de Dunkerque","cb32724064g",FALSE
"5393","Bulletin de la Commission historique du département du Nord","cb32722421t",FALSE
"5394","Bulletin apicole du Syndicat limousin avicole et apicole ","cb327170880",FALSE
"5395","Bulletin   Société royale belge de géographie ","cb32869260v",FALSE
"5396","Biarritz illustré et Côte basque Pyrénées ","cb32711647m",FALSE
"5397","Annuaire de la Société des amis du Vieux Strasbourg","cb34404925d",FALSE
"5398","Annuaire   Institut de droit international ","cb344631016",FALSE
"5399","American illustré ","cb326908671",FALSE
"5400","Ville de Haiphong","cb328899219",FALSE
"5401","Tableaux de l'économie française ","cb34538735x",FALSE
"5402","Studies in philology ","cb344712376",FALSE
"5403","Société d'agriculture","cb32869394f",FALSE
"5404","Revue philomathique de Bordeaux et du Sud Ouest","cb32861096c",FALSE
"5405","Revue mensuelle de l'Union aveyronnaise et de l'Union lozérienne","cb328606227",FALSE
"5406","Revue des villes d'eaux de l'Est ","cb328589443",FALSE
"5407","Revue des bibliophiles ","cb32858207z",FALSE
"5408","Revue de la législation des mines","cb328576201",FALSE
"5409","Revue de droit international privé","cb34437829v",FALSE
"5410","Réalités industrielles ","cb34426349n",FALSE
"5411","Rapports et délibérations ","cb34434840n",FALSE
"5412","Photo gazette ","cb32839484s",FALSE
"5413","Matrbhumi","cb32812342g",FALSE
"5414","Les Petits gars ","cb32838664g",FALSE
"5415","Les Coulisses ","cb32749770z",FALSE
"5416","Le Prolétaire ","cb32844537j",FALSE
"5417","Le Mousse ","cb32820494q",FALSE
"5418","Le Gaulois artistique ","cb344483753",FALSE
"5419","Le Cycliste lyonnais","cb327537116",FALSE
"5420","Le Contre poison","cb32747953f",FALSE
"5421","Le Compilateur ","cb32746037g",FALSE
"5422","Le Combat ","cb32744510b",FALSE
"5423","Le Cocher ","cb327437726",FALSE
"5424","La Science culinaire ","cb32865855z",FALSE
"5425","La Revue anarchiste ","cb32856309f",FALSE
"5426","La Quinzaine critique des livres ","cb32846822t",FALSE
"5427","La Muse française ","cb32820894t",FALSE
"5428","La Légion ","cb34442198r",FALSE
"5429","La Lecture pour tous ","cb32805542j",FALSE
"5430","La Lecture ","cb328055207",FALSE
"5431","La Flèche ","cb32775904c",FALSE
"5432","La Défense nationale ","cb45584487n",FALSE
"5433","La Constitution politique et sociale","cb327475838",FALSE
"5434","L'Opinion médicale et scientifique  ","cb32829286q",FALSE
"5435","L'Extrême gauche ","cb327724822",FALSE
"5436","L'Avenir de la maréchalerie ","cb327083269",FALSE
"5437","L'Aurore sociale ","cb32706923f",FALSE
"5438","L'Album photographique universel ","cb32685186c",FALSE
"5439","L'Action régionaliste ","cb34424254g",FALSE
"5440","Kriegszeitung des Korps Marschall","cb41936827g",FALSE
"5441","Journal des parquets ","cb32800197h",FALSE
"5442","Journal de la Société de la morale chrétienne ","cb327982753",FALSE
"5443","Fraternité ","cb327784470",FALSE
"5444","Die Aktion","cb326849076",FALSE
"5445","Das Elsass","cb32766226s",FALSE
"5446","Bulletin trimestriel de l'Amicale des instituteurs et institutrices de l'Ardèche","cb327333679",FALSE
"5447","Bulletin intérieur ","cb45392885f",FALSE
"5448","Bulletin des patronages de jeunes filles ","cb32726451q",FALSE
"5449","Bulletin des actes administratifs des Etablissements français de ","cb32725539w",FALSE
"5450","Bulletin de la Société scientifique et médicale de l'Ouest","cb34428300s",FALSE
"5451","Bulletin de la Société scientifique artistique de Clamecy","cb343544089",FALSE
"5452","Bulletin de la Société populaire des beaux arts ","cb32724836f",FALSE
"5453","Bulletin de la Société des sciences et arts de Bayonne","cb34424029q",FALSE
"5454","Bulletin de la Société d'agriculture et d'horticulture de Chalon sur","cb327237378",FALSE
"5455","Bulletin de la Société archéologique et historique de la Charente","cb32723577z",FALSE
"5456","Bulletin de la jurisprudence des conseils de prud'hommes et des accidents du travail ","cb32723041k",FALSE
"5457","Bulletin de l'Association des planteurs de caoutchouc de l'Indochine","cb327201712",FALSE
"5458","Bulletin astronomique ","cb34383098c",FALSE
"5459","Bulletin   Association bourguignonne des sociétés savantes ","cb34360285f",FALSE
"5460","Avanti","cb32707791m",FALSE
"5461","Archives d'anatomie microscopique","cb343745843",FALSE
"5462","Annuaire du Petit séminaire de Saint Pé ","cb34521157p",FALSE
"5463","Annuaire de l'Université de Lyon ","cb34458806v",FALSE
"5464","Annales des postes","cb326942916",FALSE
"5465","Annales de l'Association de la propagation de la foi ","cb326935715",FALSE
"5466","Almanach astrologique ","cb32686397t",FALSE
"5467","Le Recrutement sacerdotal","cb34410971t",FALSE
"5468","Revue Pierre Loti","cb34367457f",FALSE
"5469","Revue mensuelle religieuse","cb32860713j",FALSE
"5470","Revue des grands procès contemporains ","cb32858493x",FALSE
"5471","Revue de théologie et de philosophie chrétienne ","cb32858068m",FALSE
"5472","Revue de mécanique","cb32857875v",FALSE
"5473","Revue bibliographique ","cb32856439n",FALSE
"5474","Rapport au Président de la République sur les opérations des caisses d'épargne et de prévoyance","cb34387231m",FALSE
"5475","Nor Guiank","cb32823961v",FALSE
"5476","Mon copain du dimanche ","cb32817901r",FALSE
"5477","Modern philology ","cb34468874j",FALSE
"5478","Micromégas ","cb32815710p",FALSE
"5479","Les Chantiers de l'Exposition universelle de 1889  ","cb32740120k",FALSE
"5480","Les Annales de l'économie collective ","cb344629584",FALSE
"5481","Le Transafricain","cb328797597",FALSE
"5482","Le Salon musical ","cb32864500m",FALSE
"5483","Le Réveil du peuple ","cb32854702n",FALSE
"5484","Le Républicain d'Algérie","cb32852258d",FALSE
"5485","Le Progrès musical ","cb32844306q",FALSE
"5486","Le Philosophe ","cb32839361v",FALSE
"5487","Le Petit photographe économe ","cb32837190d",FALSE
"5488","Le Panthéon des ouvriers ","cb32831822d",FALSE
"5489","Le Mousquetaire ","cb32820482q",FALSE
"5490","Le Moniteur des halles et marchés ","cb328190770",FALSE
"5491","Le Message théosophique et social ","cb32814642s",FALSE
"5492","Le Margaillon","cb328115612",FALSE
"5493","Le Lait et la santé ","cb32804894c",FALSE
"5494","Le Gaz et l'électricité ","cb34517648b",FALSE
"5495","Le Courrier de la colère ","cb344285141",FALSE
"5496","Le Citoyen libre ","cb345215522",FALSE
"5497","La Revue des travailleuses ","cb34382772c",FALSE
"5498","La Raison ","cb328476397",FALSE
"5499","La Jeune France antijuive","cb327958124",FALSE
"5500","La Gauche ","cb327798627",FALSE
"5501","La Cravache ","cb32751966j",FALSE
"5502","La Chronique municipale socialiste ","cb32741876c",FALSE
"5503","La Bretagne intégrale ","cb32715960m",FALSE
"5504","L'Indépendant politique","cb32789913h",FALSE
"5505","L'Emancipateur du Rail ","cb32766322p",FALSE
"5506","L'Eclaireur de Seine et","cb327640273",FALSE
"5507","L'Art sacré ","cb34422649h",FALSE
"5508","L'Afrique française ","cb32683501s",FALSE
"5509","Hehaloutz ","cb327862533",FALSE
"5510","Familia ","cb32772854x",FALSE
"5511","Die Zukunft ","cb32895197k",FALSE
"5512","Commission des antiquités et des arts du département de Seine et","cb344286803",FALSE
"5513","Clartés ","cb32743309b",FALSE
"5514","Chambre de commerce de Kayes ","cb32739423d",FALSE
"5515","Chambre d'agriculture de Cochinchine","cb327392842",FALSE
"5516","Catalogue illustré du Salon","cb32738027f",FALSE
"5517","Bulletin paroissial ","cb43501512c",FALSE
"5518","Bulletin paroissial ","cb43505425d",FALSE
"5519","Bulletin paroissial ","cb427462134",FALSE
"5520","Bulletin paroissial ","cb42745747k",FALSE
"5521","Bulletin paroissial ","cb42779307t",FALSE
"5522","Bulletin mensuel   Société des professeurs de langues vivantes de l'enseignement public ","cb34428065j",FALSE
"5523","Bulletin du Club cévenol","cb32727056k",FALSE
"5524","Bulletin de la Société des archives historiques de la Saintonge et de l'Aunis","cb327243242",FALSE
"5525","Bulletin de la Société des amis du vieil Arles","cb32724302r",FALSE
"5526","Bulletin de la Société d'anthropologie et de biologie de Lyon","cb34458842q",FALSE
"5527","Bulletin de la Société d'agriculture de l'arrondissement de Charolles ","cb32723696h",FALSE
"5528","Bulletin de la Société archéologique champenoise ","cb34422724f",FALSE
"5529","Bulletin de l'Association internationale des chemins de fer ","cb32720335r",FALSE
"5530","Bulletin de l'Association des anciens combattants d'Orient de la région de Rouen","cb32719797c",FALSE
"5531","Bulletin analytique des principaux documents parlementaires étrangers transmis à la Présidence de la Chambre des députés","cb327168806",FALSE
"5532","Bulletin ","cb327203541",FALSE
"5533","Budget du Territoire militaire du Niger ","cb41304311k",FALSE
"5534","Budget communal","cb412728096",FALSE
"5535","Bibliothèque physico économique","cb32712362x",FALSE
"5536","Banque de l'économie nationale","cb32709874s",FALSE
"5537","Archives de physiologie normale et pathologique ","cb34404027m",FALSE
"5538","Archives de philosophie","cb343482195",FALSE
"5539","Archives de l'Église d'Alsace ","cb34422698q",FALSE
"5540","Annuaire ","cb32744988c",FALSE
"5541","Annuaire ","cb34355600b",FALSE
"5542","Annales apostoliques de la Congrégation du Saint Esprit","cb344107869",FALSE
"5543","Vers l'avenir ","cb32888022x",FALSE
"5544","Union cyclotouriste de Touraine ","cb32883275v",FALSE
"5545","Théâtre journal ","cb328772581",FALSE
"5546","The Delta stage","cb32755049f",FALSE
"5547","Tableaux de population","cb399986598",FALSE
"5548","Sonntags Geschenk für das blühende Alter ","cb42789408n",FALSE
"5549","Saint Denis ","cb32864101v",FALSE
"5550","Revue thérapeutique du Midi ","cb34414537h",FALSE
"5551","Revue industrielle des matières textiles","cb328601387",FALSE
"5552","Revue guadeloupéenne ","cb32859914d",FALSE
"5553","Revue générale de médecine vétérinaire ","cb32859830c",FALSE
"5554","Répertoire d'art et d'archéologie ","cb34349680k",FALSE
"5555","Projet de budget","cb412740262",FALSE
"5556","Procès verbal ","cb327048617",FALSE
"5557","Paris artiste ","cb32832183x",FALSE
"5558","Nouvelles ecclésiastiques","cb32826739v",FALSE
"5559","Moniteur du protectorat de l'Annam et du Tonkin","cb32819367h",FALSE
"5560","Moniteur de la guerre ","cb32818786n",FALSE
"5561","Mémoires de l'Académie royale des sciences","cb34438651q",FALSE
"5562","Marche ","cb32811440t",FALSE
"5563","Le Vélocipède ","cb32887199j",FALSE
"5564","Le Syndicaliste universitaire ","cb32874607h",FALSE
